ID,Language_ID,Parameter_ID,Form,InterRater_Segments,Segments,reliability_binary
Czech-eightyseven-1,Czech,eightyseven,osmdɛsaːt sɛdm,o s m + d ɛ s aː t + s ɛ d m,o s m + d ɛ s aː t + s ɛ d m,1
Czech-twenty-1,Czech,twenty,dvatsɛt,d v a + ts ɛ t,d v a + ts ɛ t,1
Czech-twentyfour-1,Czech,twentyfour,dvatsɛt tʃtɪr̝ɪ,d v a + ts ɛ t + tʃ t ɪ r̝ ɪ,d v a + ts ɛ t + tʃ t ɪ r̝ ɪ,1
Czech-twentytwo-1,Czech,twentytwo,dvatsɛt dva,d v a + ts ɛ t + d v a,d v a + ts ɛ t + d v a,1
Czech-twentyseven-1,Czech,twentyseven,dvatsɛt sɛdm,d v a + ts ɛ t + s ɛ d m,d v a + ts ɛ t + s ɛ d m,1
Czech-fourteen-1,Czech,fourteen,tʃtrnaːtst,tʃ t r + n aː ts t,tʃ t r + n aː ts t,1
Czech-sixtyone-1,Czech,sixtyone,ʃɛdɛsaːt jɛdna,ʃ ɛ + d ɛ s aː t + j ɛ d n a,ʃ ɛ + d ɛ s aː t + j ɛ d n a,1
Czech-seventythree-1,Czech,seventythree,sɛdmdɛsaːt tr̝ɪ,s ɛ d m + d ɛ s aː t + t r̝ ɪ,s ɛ d m + d ɛ s aː t + t r̝ ɪ,1
Dhivehi-fiftyfive-1,Dhivehi,fiftyfive,fansavanna,f a n s a + ʋ a n n a,f a n s a + ʋ a n n a,1
Dhivehi-eightyone-1,Dhivehi,eightyone,ekāhi,e k + aː h i,e k + aː h i,1
Dhivehi-eight-1,Dhivehi,eight,aṣ̊,a ʂ̊,a ʂ̊,1
Dhivehi-thirtyeight-1,Dhivehi,thirtyeight,aṣutirīs,a ʂ u + t i r iː s,a ʂ u + t i r iː s,1
Dhivehi-sixtythree-1,Dhivehi,sixtythree,tēhaṭṭi,t eː + h a ʈ ʈ i,t eː + h a ʈ ʈ i,1
Dhivehi-fiftytwo-1,Dhivehi,fiftytwo,bāvanna,b aː + ʋ a n n a,b aː + ʋ a n n a,1
Dhivehi-five-1,Dhivehi,five,fas,f a s,f a s,1
Dhivehi-ninetyfive-1,Dhivehi,ninetyfive,fansayānavai,f a n s a + j aː + n a ʋ a i,f a n s a + j aː n a ʋ a i,0
Dhivehi-seventyfour-1,Dhivehi,seventyfour,saurahat̊tari,s a u r a + h a t̊ t a r i,s a u r a + h a t̊ t a r i,1
Dhivehi-sixtyone-1,Dhivehi,sixtyone,ekāhaṭṭī,e k aː + h a ʈ ʈ i,e k aː + h a ʈ ʈ i,1
Finnish-ten-1,Finnish,ten,kymːenen,k y mː e n + e n,k y mː e n + e n,1
Finnish-eightyone-1,Finnish,eightyone,kɑhdeksɑnkymːentæyksi,k ɑ h d e k s ɑ n + k y mː e n + t æ + y k s i,k ɑ h d e k s ɑ n + k y mː e n + t æ + y k s i,1
Finnish-fortyfour-1,Finnish,fortyfour,neljækymːentæneljæ,n e l j æ + k y mː e n + t æ + n e l j æ,n e l j æ + k y mː e n + t æ + n e l j æ,1
Finnish-eightythree-1,Finnish,eightythree,kɑhdeksɑnkymːentækolme,k ɑ h d e k s ɑ n + k y mː e n + t æ + k o l m e,k ɑ h d e k s ɑ n + k y mː e n + t æ + k o l m e,1
Finnish-four-1,Finnish,four,neljæ,n e l j æ,n e l j æ,1
Finnish-seventy-1,Finnish,seventy,seitsemænkymːentæ,s ei t s e m æ n + k y mː e n + t æ,s ei t s e m æ n + k y mː e n + t æ,1
Finnish-sixtyone-1,Finnish,sixtyone,kuːsikymːentæyksi,k uː s i + k y mː e n + t æ + y k s i,k uː s i + k y mː e n + t æ + y k s i,1
Finnish-one-1,Finnish,one,yksi,y k s i,y k s i,1
Finnish-eightyfive-1,Finnish,eightyfive,kɑhdeksɑnkymːentæʋiːsi,k ɑ h d e k s ɑ n + k y mː e n + t æ + ʋ iː s i,k ɑ h d e k s ɑ n + k y mː e n + t æ + ʋ iː s i,1
Finnish-thirtyseven-1,Finnish,thirtyseven,kolmekymːentæseitsemæn,k o l m e + k y mː e n + t æ + s ei t s e m æ n,k o l m e + k y mː e n + t æ + s ei t s e m æ n,1
Finnish-twentytwo-1,Finnish,twentytwo,kɑksikymːentækɑksi,k ɑ k s i + k y mː e n + t æ + k ɑ k s i,k ɑ k s i + k y mː e n + t æ + k ɑ k s i,1
Finnish-ninetythree-1,Finnish,ninetythree,yhdeksænkymːentækolme,y h d e k s æ n + k y mː e n + t æ + k o l m e,y h d e k s æ n + k y mː e n + t æ + k o l m e,1
French-twentyfour-1,French,twentyfour,vɛ̃tkatʁ,v ɛ̃ t + k a t ʁ,v ɛ̃ t + k a t ʁ,1
French-fortyfive-1,French,fortyfive,kaʁɑ̃tsɛ̃k,k a ʁ + ɑ̃ t + s ɛ̃ k,k a ʁ + ɑ̃ t + s ɛ̃ k,1
French-twentyseven-1,French,twentyseven,vɛ̃tsɛt,v ɛ̃ t + s ɛ t,v ɛ̃ t + s ɛ t,1
French-eighteen-1,French,eighteen,dizɥit,d i z + ɥ i t,d i z + ɥ i t,1
French-twentytwo-1,French,twentytwo,vɛ̃dø,v ɛ̃ t + d ø,v ɛ̃ t + d ø,1
French-fortyseven-1,French,fortyseven,kaʁɑ̃tsɛt,k a ʁ + ɑ̃ t + s ɛ t,k a ʁ + ɑ̃ t + s ɛ t,1
French-seventyone-1,French,seventyone,swasɑ̃tɔ̃z,s wa s + ɑ̃ t + ɔ̃ z,s wa s + ɑ̃ t + ɔ̃ z,1
Geez-three-1,Geez,three,ʃælæstu,ʃ æ l æ s t u,ʃ æ l æ s + t + u,0
Geez-eightytwo-2,Geez,eightytwo,sæmanjawækɨlʔeti,s æ m a n j a + w æ + k ɨ l ʔ e t i,s æ m a n j + a + w æ + k ɨ l ʔ e t + i,0
Geez-fifty-1,Geez,fifty,xæmsa,x æ m s a,x æ m s + a,0
Geez-ninetyseven-2,Geez,ninetyseven,tæsʕawæsæbʕu,t æ s ʕ a + w æ + s æ b ʕ u,t æ s ʕ + a + w æ + s æ b ʕ u,0
Geez-nineteen-2,Geez,nineteen,ʕæʃruwætɨsʕu,ʕ æ ʃ r w æ + t ɨ s ʕ u,ʕ æ ʃ r + w æ + t ɨ s ʕ u,0
Geez-fortytwo-2,Geez,fortytwo,ʔærbɨʕawækɨlʔeti,ʔ æ r b ɨ ʕ a + w æ + k ɨ l ʔ e t i,ʔ æ r b ɨ ʕ + a + w æ + k ɨ l ʔ e t + i,0
Geez-seventyfour-2,Geez,seventyfour,sæbʕawæʔærbaʕ,s æ b ʕ a + w æ + ʔ æ r b a ʕ,s æ b ʕ + a + w æ + ʔ æ r b a ʕ,0
Geez-ninetyone-1,Geez,ninetyone,tæsʕawæʔæħædu,t æ s ʕ a + w æ + ʔ æ ħ æ d u,t æ s ʕ + a + w æ + ʔ æ ħ æ d + u,0
Geez-thirtytwo-1,Geez,thirtytwo,ʃælasawækɨlʔetu,ʃ æ l a s a + w æ + k ɨ l ʔ e t u,ʃ æ l a s + a + w æ + k ɨ l ʔ e t + u,0
Geez-fortysix-1,Geez,fortysix,ʔærbɨʕawæsɨdɨstu,ʔ æ r b ɨ ʕ a + w æ + s ɨ d ɨ s + t u,ʔ æ r b ɨ ʕ + a + w æ + s ɨ d ɨ s + t + u,0
Geez-ninetytwo-2,Geez,ninetytwo,tæsʕawækɨlʔeti,t æ s ʕ a + w æ + k ɨ l ʔ e t i,t æ s ʕ + a + w æ + k ɨ l ʔ e t + i,0
Geez-fiftysix-1,Geez,fiftysix,xæmsawæsɨdɨstu,x æ m s a + w æ + s ɨ d ɨ s t u,x æ m s + a + w æ + s ɨ d ɨ s + t + u,0
Geez-one-2,Geez,one,ʔæħætti,ʔ æ ħ æ t t i,ʔ æ ħ æ t + t + i,0
Geez-thirtyfour-1,Geez,thirtyfour,ʃælasawæʔærbaʕtu,ʃ æ l a s a + w æ + ʔ æ r b a ʕ t u,ʃ æ l a s + a + w æ + ʔ æ r b a ʕ + t + u,0
Geez-fiftytwo-2,Geez,fiftytwo,xæmsawækɨlʔeti,x æ m s a + w æ + k ɨ l ʔ e t i,x æ m s + a + w æ + k ɨ l ʔ e t + i,0
Geez-fiftynine-2,Geez,fiftynine,xæmsawætɨsʕu,x æ m s a + w æ + t ɨ s ʕ u,x æ m s + a + w æ + t ɨ s ʕ u,0
Geez-seventyseven-2,Geez,seventyseven,sæbʕawæsæbʕu,s æ b ʕ a + w æ + s æ b ʕ u,s æ b ʕ + a + w æ + s æ b ʕ u,0
Geez-fiftyeight-2,Geez,fiftyeight,xæmsawæsæmani,x æ m s a + w æ + s æ m a n i,x æ m s + a + w æ + s æ m a n i,0
Geez-twelve-2,Geez,twelve,ʕæʃruwækɨlʔeti,ʕ æ ʃ r + w æ + k ɨ l ʔ e t i,ʕ æ ʃ r + w æ + k ɨ l ʔ e t + i,0
Georgian-fortyfive-1,Georgian,fortyfive,or-m-oc-da-xut-i,o ɾ + m + o tsʰ + d a + χ u tʰ + i,o ɾ + m + o tsʰ + d a + χ u tʰ + i,1
Georgian-fiftyeight-1,Georgian,fiftyeight,or-m-oc-da-t-vra-met’-i,o ɾ + m + o tsʰ + d a + tʰ + ʷɾ a + m e tʼ + i,o ɾ + m + o tsʰ + d a + tʰ + ʷɾ a + m e tʼ + i,1
Georgian-eightyeight-1,Georgian,eightyeight,otx-m-oc-da-rva,o tʰ χ + m + o tsʰ + d a + ɾʷ a,o tʰ χ + m + o tsʰ + d a + ɾʷ a,1
Georgian-thirtythree-1,Georgian,thirtythree,oc-da-t-sam-met’-i,o tsʰ + d a + t + s a + m e tʼ + i,o tsʰ + d a + t + s a + m e tʼ + i,1
Georgian-fiftythree-1,Georgian,fiftythree,or-m-oc-da-t-sam-met’-i,o ɾ + m + o tsʰ + d a + tsʰ + a + m e tʼ + i,o ɾ + m + o tsʰ + d a + tsʰ + a + m e tʼ + i,1
Georgian-eighteen-1,Georgian,eighteen,t-vra-met’-i,tʰ + ʷɾ a + m e tʼ + i,tʰ + ʷɾ a + m e tʼ + i,1
Georgian-fiftyseven-1,Georgian,fiftyseven,or-m-oc-da-t-švid-met’-i,o ɾ + m + o tsʰ + d a + tʃʰʷ + i d + m e tʼ + i,o ɾ + m + o tsʰ + d a + tʃʰʷ + i d + m e tʼ + i,1
Georgian-nine-1,Georgian,nine,cxra,tsʰ χ ɾ a,tsʰ χ ɾ a,1
Georgian-twentynine-1,Georgian,twentynine,oc-da-cxra,o tsʰ + d a + tsʰ χ ɾ a,o tsʰ + d a + tsʰ χ ɾ a,1
Georgian-thirtyseven-1,Georgian,thirtyseven,oc-da-t-švid-met’-i,o tsʰ + d a + tʃʰʷ + i d + m e tʼ + i,o tsʰ + d a + tʃʰʷ + i d + m e tʼ + i,1
Georgian-four-1,Georgian,four,otx-i,o tʰ χ + i,o tʰ χ + i,1
Georgian-seventy-1,Georgian,seventy,sam-oc-da-at-i,s a m + o tsʰ + d a + a tʰ + i,s a m + o tsʰ + d a + a tʰ + i,1
Georgian-six-1,Georgian,six,ekvs-i,e kʰʷ s + i,e kʰʷ s + i,1
Georgian-forty-1,Georgian,forty,or-m-oc-i,o ɾ + m + o tsʰ + i,o ɾ + m + o tsʰ + i,1
Georgian-fiftyfive-1,Georgian,fiftyfive,or-m-oc-da-t-xut-met’-i,o ɾ + m + o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i,o ɾ + m + o tsʰ + d a + tʰ + χ u tʰ + m e tʼ + i,1
German-fiftyeight-1,German,fiftyeight,achtundfünfzig,a x t + ʊ n + f ʏ n f + ts ɪ ç,a x t + ʊ n + f ʏ n f + ts ɪ ç,1
German-sixtysix-1,German,sixtysix,sechsundsechzig,z ɛ k s + ʊ n + z ɛ ç + ts ɪ ç,z ɛ k s + ʊ n + z ɛ ç + ts ɪ ç,1
German-thirtysix-1,German,thirtysix,sechsunddreißig,z ɛ k s + ʊ n + d r aɪ + s ɪ ç,z ɛ k s + ʊ n + d r aɪ + s ɪ ç,1
German-seventy-1,German,seventy,siebzig,z iː b + ts ɪ ç,z iː b + ts ɪ ç,1
German-seventynine-1,German,seventynine,neunundsiebzig,n oɪ n + ʊ n + z iː b + ts ɪ ç,n oɪ n + ʊ n + z iː b + ts ɪ ç,1
German-seventyfour-1,German,seventyfour,vierundsiebzig,f iː r + ʊ n + z iː b + ts ɪ ç,f iː r + ʊ n + z iː b + ts ɪ ç,1
German-thirtytwo-1,German,thirtytwo,zweiunddreißig,ts v aɪ + ʊ n + d r aɪ + s ɪ ç,ts v aɪ + ʊ n + d r aɪ + s ɪ ç,1
German-eightyone-1,German,eightyone,einundachtzig,aɪ n + ʊ n + a x + ts ɪ ç,aɪ n + ʊ n + a x + ts ɪ ç,1
Hungarian-seventysix-1,Hungarian,seventysix,hɛtvɛnhɒt,h ɛ t + v ɛ n + h ɒ t,h ɛ t + v ɛ n + h ɒ t,1
Hungarian-eightyone-1,Hungarian,eightyone,ɲoltsvɒnɛɟː,ɲ o l ts + v ɒ n + ɛ ɟː,ɲ o l ts + v ɒ n + ɛ ɟː,1
Hungarian-thirtynine-1,Hungarian,thirtynine,hɒrmintskilɛnts,h ɒ r m + i n ts + k i l ɛ n ts,h ɒ r m + i n ts + k i l ɛ n ts,1
Hungarian-sixtyfive-1,Hungarian,sixtyfive,hɒtvɒnøt,h ɒ t + v ɒ n + ø t,h ɒ t + v ɒ n + ø t,1
Hungarian-fortynine-1,Hungarian,fortynine,nɛɟvɛŋkilɛnts,n ɛ ɟ + v ɛ ŋ + k i l ɛ n ts,n ɛ ɟ + v ɛ ŋ + k i l ɛ n ts,1
Hungarian-twentythree-1,Hungarian,twentythree,husonhaːrom,h u s + o n + h aː r o m,h u s + o n + h aː r o m,1
Hungarian-twenty-1,Hungarian,twenty,huːs,h uː s,h uː s,1
Hungarian-ninetynine-1,Hungarian,ninetynine,kilɛntsvɛŋkilɛnts,k i l ɛ n ts + v ɛ ŋ + k i l ɛ n ts,k i l ɛ n ts + v ɛ ŋ + k i l ɛ n ts,1
Hungarian-seven-1,Hungarian,seven,heːt,h eː t,h eː t,1
Hungarian-four-1,Hungarian,four,neːɟ,n eː ɟ,n eː ɟ,1
Hungarian-ninetythree-1,Hungarian,ninetythree,kilɛntsvɛnhaːrom,k i l ɛ n ts + v ɛ n + h aː r o m,k i l ɛ n ts + v ɛ n + h aː r o m,1
Iraqw-fortyeight-1,Iraqw,fortyeight,mibeeri tsiyáhh nee dakáat,m i b e e r i + ʦ’ i y á ħ + n e e + d a k á a t,m i b e e r i + ʦ’ i y á ħ + n e e + d a k á a t,1
Iraqw-twentyone-1,Iraqw,twentyone,mibeeri tsár nee wak,m i b e e r i + ʦ’ á r + n e e + w a k,m i b e e r i + ʦ’ á r + n e e + w a k,1
Iraqw-fortytwo-1,Iraqw,fortytwo,mibeeri tsiyáhh nee tsár,m i b e e r i + ʦ’ i y á ħ + n e e + ʦ’ á r,m i b e e r i + ʦ’ i y á ħ + n e e + ʦ’ á r,1
Iraqw-fiftyeight-1,Iraqw,fiftyeight,mibeeri koo’án nee dakáat,m i b e e r i + k o o ʔ á n + n e e + d a k á a t,m i b e e r i + k o o ʔ á n + n e e + d a k á a t,1
Iraqw-ninetytwo-1,Iraqw,ninetytwo,mibeeri gwaléel nee tsár,m i b e e r i + gʷ a l é e l + n e e + ʦ’ á r,m i b e e r i + gʷ a l é e l + n e e + ʦ’ á r,1
Iraqw-five-1,Iraqw,five,koo’án,k o o ʔ á n,k o o ʔ á n,1
Iraqw-ninety-1,Iraqw,ninety,mibeeri gwaléel,m i b e e r i + gʷ a l é e l,m i b e e r i + gʷ a l é e l,1
Irish-thirtysix-1,Irish,thirtysix,tʲɾʲiːxəʃeː,tʲ ɾʲ iː x + ə + ʃ eː,tʲ ɾʲ iː x + ə + ʃ eː,1
Irish-seven-1,Irish,seven,ʃaxt̪ˠ,ʃ a x t̪ˠ,ʃ a x t̪ˠ,1
Irish-fortyfive-1,Irish,fortyfive,d̪ˠaçəd̪ˠəkuːɟ,d̪ˠ a + ç ə + d̪ˠ ə + k uː ɟ,d̪ˠ a + ç ə + d̪ˠ + ə + k uː ɟ,0
Irish-fortyone-2,Irish,fortyone,cahɾˠəxəheːnˠ,c a h ɾˠ ə x + ə + h eː nˠ,c a h ɾˠ ə x + ə + h eː nˠ,1
Irish-sixtynine-1,Irish,sixtynine,ʃaskən̪ˠiː,ʃ a s k + ə + n̪ˠ iː,ʃ a s k + ə + n̪ˠ iː,1
Irish-fortyseven-1,Irish,fortyseven,d̪ˠaçəd̪ˠəʃaxt̪ˠ,d̪ˠ a + ç ə + d̪ˠ ə + ʃ a x t̪ˠ,d̪ˠ a + ç ə + d̪ˠ + ə + ʃ a x t̪ˠ,0
Irish-sixtyeight-1,Irish,sixtyeight,ʃaskəhɔxt̪ˠ,ʃ a s k + ə + h ɔ x t̪ˠ,ʃ a s k + ə + h ɔ x t̪ˠ,1
Irish-twentysix-1,Irish,twentysix,fʲɪçəʃeː,fʲ ɪ ç + ə + ʃ eː,fʲ ɪ ç + ə + ʃ eː,1
Irish-fifteen-1,Irish,fifteen,kuːɟdʲeːg,k uː ɟ + dʲ eː g,k uː ɟ + dʲ eː g,1
Italian-sixtyseven-1,Italian,sixtyseven,ses:antaset:e,s e sː + a n t a + s e tː e,s e sː + a n t a + s e tː e,1
Italian-ninetyfive-1,Italian,ninetyfive,novantat͡ʃinkwe,n o v + a n t a + t͡ʃ i n k we,n o v + a n t a + t͡ʃ i n k we,1
Italian-five-1,Italian,five,t͡ʃinkwe,t͡ʃ i n k we,t͡ʃ i n k we,1
Italian-twenty-1,Italian,twenty,venti,v e n t i,v e n t i,1
Kalasha-seventytwo-1,Kalasha,seventytwo,trebišižedažedú,t r e + b i ʃ i + ʒ e + d a + ʒ e + d u a,t r e + b i ʃ i + ʒ e + d a + ʒ e + d u + a,0
Kalasha-ten-1,Kalasha,ten,daš,d a ʃ,d a ʃ,1
Kalasha-ninetysix-1,Kalasha,ninetysix,čawbišižedažeṣó,ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + ʂ o,ʧ a u + b i ʃ i + ʒ e + d a + ʒ e + ʂ o,1
Kalasha-sixtythree-1,Kalasha,sixtythree,trebišižetré,t r e + b i ʃ i + ʒ e + t r e,t r e + b i ʃ i + ʒ e + t r e,1
Kalasha-fiftyone-1,Kalasha,fiftyone,dubišižedažeéga,d u + b i ʃ i + ʒ e + d a + ʒ e + e g a,d u + b i ʃ i + ʒ e + d a + ʒ e + e g + a,1
Kalasha-eightytwo-1,Kalasha,eightytwo,čawbišižedú,ʧ a u + b i ʃ i + ʒ e + d u,ʧ a u + b i ʃ i + ʒ e + d u,1
Kalasha-seven-1,Kalasha,seven,sat,s a t,s a t,1
Kalasha-thirtynine-1,Kalasha,thirtynine,bišižedašenó,b i ʃ i + ʒ e + d a ʃ + e + n o,b i ʃ i + ʒ e + d a ʃ + e + n o,1
Kumzari-thirteen-1,Kumzari,thirteen,sēẓda,s eː zˠ + d a,s eː zˠ + d a,1
Kumzari-eightyfive-1,Kumzari,eightyfive,aštad u panj,a ʃ t a d + u + p a n ʤ,a ʃ t a d + u + p a n ʤ,1
Kumzari-ninetyfive-1,Kumzari,ninetyfive,nōwud u panj,n oː w u d + u + p a n ʤ,n oː w u d + u + p a n ʤ,1
Kumzari-twelve-1,Kumzari,twelve,dwāẓda,d w aː zˠ + d a,d w aː zˠ + d a,1
Kumzari-nine-1,Kumzari,nine,nā,n aː,n aː,1
Kumzari-eightyseven-1,Kumzari,eightyseven,aštad u aft,a ʃ t a d + u + a f t,a ʃ t a d + u + a f t,1
Kumzari-two-1,Kumzari,two,dō,d oː,d oː,1
Kumzari-twentyone-1,Kumzari,twentyone,yakbīs,j a k + b iː s,j a k + b iː s,1
Kumzari-fiftyfive-1,Kumzari,fiftyfive,murr u panj,m u r r + u + p a n ʤ,m u r r + u + p a n ʤ,1
Kumzari-thirtyfour-1,Kumzari,thirtyfour,čārsī,ʧ aː r + s iː,ʧ aː r + s iː,1
Lamani-sixtynine-1,Lamani,sixtynine,saaT an naw,s aː ʈ + a n + n a ʊ,s aː ʈ + a n + n a ʊ,1
Lamani-fourteen-1,Lamani,fourteen,cawda,ʧ a ʊ + d a,ʧ a ʊ + d a,1
Lamani-twentyseven-1,Lamani,twentyseven,vis an saat,v i s + a n + s aː t,v i s + a n + s aː t,1
Lamani-fortyeight-1,Lamani,fortyeight,caaLis an aaT,ʧ aː ɭ i s + a n + aː ʈ,ʧ aː ɭ i s + a n + aː ʈ,1
Lamani-eighty-1,Lamani,eighty,aỹsi,a ɪ̃ s i,a ɪ̃ s i,1
Latin-sixtyeight-1,Latin,sixtyeight,dʊodeːsɛptʊaːɡɪntaː,d ʊ ɔ + d eː + s ɛ p t + ʊ aː + g ɪ n t aː,d ʊ ɔ + d eː + s ɛ p t ʊ + aː + g ɪ n t aː,0
Latin-one-1,Latin,one,uːnʊs,uː n ʊ s,uː n + ʊ s,0
Latin-three-1,Latin,three,treːs,t r eː s,t r eː s,1
Latin-seventeen-1,Latin,seventeen,sɛptɛndɛkɪ̃,s ɛ p t ɛ n + d ɛ k ɪ̃,s ɛ p t ɛ n + d ɛ k ɪ̃,1
Latin-two-1,Latin,two,dʊɔ,d ʊ ɔ,d ʊ ɔ,1
Latin-thirtytwo-1,Latin,thirtytwo,triːɡɪntaː_dʊɔ,t r iː + g ɪ n t aː + d ʊ ɔ,t r iː + g ɪ n t aː + d ʊ ɔ,1
Latin-thirtynine-1,Latin,thirtynine,ʊndeːkʷadraːɡɪntaː,ʊ n + d eː + kʷ a d r aː + g ɪ n t aː,ʊ n + d eː + kʷ a d r + aː + g ɪ n t aː,0
Latin-eightyeight-1,Latin,eightyeight,dʊodeːnoːnaːɡɪntaː,d ʊ ɔ + d eː + n oː n aː + g ɪ n t aː,d ʊ ɔ + d eː + n oː n + aː + g ɪ n t aː,0
Latin-ninetysix-1,Latin,ninetysix,noːnaːɡɪntaː_sɛks,n oː n aː + g ɪ n t aː + s ɛ k s,n oː n + aː + g ɪ n t aː + s ɛ k s,0
Latin-sixtyfive-1,Latin,sixtyfive,sɛksaːɡɪntaː_kʷiːŋkʷɛ,s ɛ k s aː + g ɪ n t aː + kʷ iː ŋ kʷ ɛ,s ɛ k s + aː + g ɪ n t aː + kʷ iː ŋ kʷ ɛ,0
Lishana_Deni-two-1,Lishana_Deni,two,tre,t r e,t r e,1
